consumer_id,recommender_id,cycle,satisfaction_score,rec_state,controlled
370,popular_1_exp_Experiment_1_seed_42,1,0.0436741788757223,connected,mainstream
577,popular_1_exp_Experiment_1_seed_42,1,0.04452498857908108,connected,mainstream
557,popular_1_exp_Experiment_1_seed_42,1,0.06281445090655902,connected,mainstream
397,popular_1_exp_Experiment_1_seed_42,1,0.05134481210027649,connected,mainstream
108,popular_1_exp_Experiment_1_seed_42,1,0.04554096348386668,connected,mainstream
321,popular_1_exp_Experiment_1_seed_42,1,0.04313218523275664,connected,mainstream
551,popular_1_exp_Experiment_1_seed_42,1,0.041282666632760305,connected,mainstream
7,popular_1_exp_Experiment_1_seed_42,1,0.016565613863440583,connected,niche
420,popular_1_exp_Experiment_1_seed_42,1,0.05450629409922425,connected,mainstream
517,popular_1_exp_Experiment_1_seed_42,1,0.05389615258448397,connected,mainstream
274,popular_1_exp_Experiment_1_seed_42,1,0.04450648785581932,connected,mainstream
484,popular_1_exp_Experiment_1_seed_42,1,0.04471762676549767,connected,mainstream
96,popular_1_exp_Experiment_1_seed_42,1,0.05467587434178913,connected,mainstream
64,popular_1_exp_Experiment_1_seed_42,1,0.04943993413015437,connected,mainstream
527,popular_1_exp_Experiment_1_seed_42,1,0.05003613503621602,connected,mainstream
152,popular_1_exp_Experiment_1_seed_42,1,0.0618714954605564,connected,mainstream
335,popular_1_exp_Experiment_1_seed_42,1,0.04935035534375023,connected,mainstream
305,popular_1_exp_Experiment_1_seed_42,1,0.05439426630047919,connected,mainstream
407,popular_1_exp_Experiment_1_seed_42,1,0.05453518252305462,connected,mainstream
408,popular_1_exp_Experiment_1_seed_42,1,0.05348181603440344,connected,mainstream
249,popular_1_exp_Experiment_1_seed_42,1,0.04883425359331684,connected,mainstream
148,popular_1_exp_Experiment_1_seed_42,1,0.06312184430092033,connected,mainstream
33,popular_1_exp_Experiment_1_seed_42,1,0.012834104968930393,connected,niche
2,popular_1_exp_Experiment_1_seed_42,1,0.011453990442302104,connected,niche
239,popular_1_exp_Experiment_1_seed_42,1,0.04463537234085301,connected,mainstream
175,popular_1_exp_Experiment_1_seed_42,1,0.04924301814422761,connected,mainstream
89,popular_1_exp_Experiment_1_seed_42,1,0.047590242390473936,connected,mainstream
507,popular_1_exp_Experiment_1_seed_42,1,0.047995513710716114,connected,mainstream
109,popular_1_exp_Experiment_1_seed_42,1,0.04864191724772943,connected,mainstream
257,popular_1_exp_Experiment_1_seed_42,1,0.049070647234625196,connected,mainstream
98,popular_1_exp_Experiment_1_seed_42,1,0.05037320737608999,connected,mainstream
49,popular_1_exp_Experiment_1_seed_42,1,0.021874084145976257,connected,niche
462,popular_1_exp_Experiment_1_seed_42,1,0.05261698177663902,connected,mainstream
313,popular_1_exp_Experiment_1_seed_42,1,0.04603610254350535,connected,mainstream
552,popular_1_exp_Experiment_1_seed_42,1,0.05791551646596316,connected,mainstream
235,popular_1_exp_Experiment_1_seed_42,1,0.05317946803360494,connected,mainstream
258,popular_1_exp_Experiment_1_seed_42,1,0.049349023986935574,connected,mainstream
133,popular_1_exp_Experiment_1_seed_42,1,0.04744490101259477,connected,mainstream
30,popular_1_exp_Experiment_1_seed_42,1,0.012664556408179393,connected,niche
220,popular_1_exp_Experiment_1_seed_42,1,0.048629002233756165,connected,mainstream
22,popular_1_exp_Experiment_1_seed_42,1,0.017518140758088423,connected,niche
134,popular_1_exp_Experiment_1_seed_42,1,0.060664010306853346,connected,mainstream
260,popular_1_exp_Experiment_1_seed_42,1,0.050599882059901964,connected,mainstream
107,popular_1_exp_Experiment_1_seed_42,1,0.05349604455085805,connected,mainstream
158,popular_1_exp_Experiment_1_seed_42,1,0.05109264445430609,connected,mainstream
276,popular_1_exp_Experiment_1_seed_42,1,0.04590735043343169,connected,mainstream
307,popular_1_exp_Experiment_1_seed_42,1,0.049208982457124996,connected,mainstream
358,popular_1_exp_Experiment_1_seed_42,1,0.0531671774223376,connected,mainstream
284,popular_1_exp_Experiment_1_seed_42,1,0.05005341191068725,connected,mainstream
590,popular_1_exp_Experiment_1_seed_42,1,0.0404651688421489,connected,mainstream
308,popular_1_exp_Experiment_1_seed_42,1,0.05039849037492337,connected,mainstream
92,popular_1_exp_Experiment_1_seed_42,1,0.056258011888959715,connected,mainstream
250,popular_1_exp_Experiment_1_seed_42,1,0.04742864133901242,connected,mainstream
78,popular_1_exp_Experiment_1_seed_42,1,0.043791814838969496,connected,mainstream
585,popular_1_exp_Experiment_1_seed_42,1,0.047860318588653285,connected,mainstream
111,popular_1_exp_Experiment_1_seed_42,1,0.05463788089012236,connected,mainstream
275,popular_1_exp_Experiment_1_seed_42,1,0.04971775070473675,connected,mainstream
264,popular_1_exp_Experiment_1_seed_42,1,0.04420458259771811,connected,mainstream
339,popular_1_exp_Experiment_1_seed_42,1,0.05469977220779628,connected,mainstream
184,popular_1_exp_Experiment_1_seed_42,1,0.04727005651186539,connected,mainstream
173,popular_1_exp_Experiment_1_seed_42,1,0.04785820940831916,connected,mainstream
289,popular_1_exp_Experiment_1_seed_42,1,0.0425970273751252,connected,mainstream
142,popular_1_exp_Experiment_1_seed_42,1,0.04875426379905648,connected,mainstream
116,popular_1_exp_Experiment_1_seed_42,1,0.04492487828792021,connected,mainstream
437,popular_1_exp_Experiment_1_seed_42,1,0.04515041430252852,connected,mainstream
247,popular_1_exp_Experiment_1_seed_42,1,0.04615810404072495,connected,mainstream
452,popular_1_exp_Experiment_1_seed_42,1,0.049708813647663296,connected,mainstream
132,popular_1_exp_Experiment_1_seed_42,1,0.05414089142608539,connected,mainstream
