recommender_id,num_connected_providers,num_connected_consumers,total_profit,cycle
popular_1_exp_Experiment_1_seed_42,10,600,426.7,1
popular_1_exp_Experiment_1_seed_42,10,600,426.40000000000003,2
popular_1_exp_Experiment_1_seed_42,10,600,425.8,3
popular_1_exp_Experiment_1_seed_42,10,600,425.99999999999994,4
popular_1_exp_Experiment_1_seed_42,10,600,427.50000000000006,5
