provider_id,recommender_id,profit,cycle,fee,clicks,shows,connected_recommenders,controlled
8,popular_1_exp_Experiment_1_seed_42,220.1,1,42.9,275,1530,1,mainstream
4,popular_1_exp_Experiment_1_seed_42,232.25,1,44.45,278,1655,1,mainstream
3,popular_1_exp_Experiment_1_seed_42,237.98000000000005,1,46.220000000000006,295,1662,1,mainstream
9,popular_1_exp_Experiment_1_seed_42,227.78,1,45.220000000000006,297,1542,1,mainstream
6,popular_1_exp_Experiment_1_seed_42,233.45000000000002,1,45.85,297,1605,1,mainstream
7,popular_1_exp_Experiment_1_seed_42,242.39000000000007,1,48.910000000000004,328,1601,1,mainstream
10,popular_1_exp_Experiment_1_seed_42,238.43000000000004,1,46.470000000000006,298,1657,1,mainstream
5,popular_1_exp_Experiment_1_seed_42,230.51000000000005,1,44.190000000000005,277,1639,1,mainstream
1,popular_1_exp_Experiment_1_seed_42,84.11000000000001,1,16.990000000000002,113,559,1,niche
2,popular_1_exp_Experiment_1_seed_42,228.2,1,45.2,296,1550,1,mainstream
8,popular_1_exp_Experiment_1_seed_42,240.98,2,47.02,302,1672,1,mainstream
4,popular_1_exp_Experiment_1_seed_42,233.29999999999998,2,45.9,298,1600,1,mainstream
3,popular_1_exp_Experiment_1_seed_42,242.14999999999998,2,47.550000000000004,308,1665,1,mainstream
9,popular_1_exp_Experiment_1_seed_42,226.28000000000003,2,43.92,280,1582,1,mainstream
6,popular_1_exp_Experiment_1_seed_42,229.88000000000002,2,44.720000000000006,286,1602,1,mainstream
7,popular_1_exp_Experiment_1_seed_42,217.67000000000002,2,42.63,275,1503,1,mainstream
10,popular_1_exp_Experiment_1_seed_42,241.51999999999998,2,46.480000000000004,293,1708,1,mainstream
5,popular_1_exp_Experiment_1_seed_42,231.2,2,45.800000000000004,300,1570,1,mainstream
1,popular_1_exp_Experiment_1_seed_42,73.69999999999999,2,14.9,99,490,1,niche
2,popular_1_exp_Experiment_1_seed_42,237.01999999999998,2,46.980000000000004,308,1608,1,mainstream
8,popular_1_exp_Experiment_1_seed_42,239.48000000000002,3,47.120000000000005,306,1642,1,mainstream
4,popular_1_exp_Experiment_1_seed_42,221.15000000000003,3,42.95,274,1545,1,mainstream
3,popular_1_exp_Experiment_1_seed_42,228.83,3,45.470000000000006,299,1547,1,mainstream
9,popular_1_exp_Experiment_1_seed_42,225.89000000000004,3,44.010000000000005,282,1571,1,mainstream
6,popular_1_exp_Experiment_1_seed_42,230.03,3,44.27,279,1627,1,mainstream
7,popular_1_exp_Experiment_1_seed_42,241.88000000000002,3,47.720000000000006,311,1652,1,mainstream
10,popular_1_exp_Experiment_1_seed_42,236.21000000000004,3,46.49,302,1619,1,mainstream
5,popular_1_exp_Experiment_1_seed_42,243.74,3,47.86000000000001,310,1676,1,mainstream
1,popular_1_exp_Experiment_1_seed_42,90.64999999999999,3,18.450000000000003,124,595,1,niche
2,popular_1_exp_Experiment_1_seed_42,218.54,3,42.46,271,1526,1,mainstream
8,popular_1_exp_Experiment_1_seed_42,235.37,4,46.730000000000004,307,1593,1,mainstream
4,popular_1_exp_Experiment_1_seed_42,243.47000000000003,4,47.63,307,1683,1,mainstream
3,popular_1_exp_Experiment_1_seed_42,234.56000000000003,4,47.04,313,1564,1,mainstream
9,popular_1_exp_Experiment_1_seed_42,228.53000000000003,4,44.17,280,1607,1,mainstream
6,popular_1_exp_Experiment_1_seed_42,226.55,4,43.95,280,1585,1,mainstream
7,popular_1_exp_Experiment_1_seed_42,234.79999999999998,4,45.6,291,1640,1,mainstream
10,popular_1_exp_Experiment_1_seed_42,238.16000000000003,4,47.440000000000005,313,1604,1,mainstream
5,popular_1_exp_Experiment_1_seed_42,231.74,4,45.06,288,1616,1,mainstream
1,popular_1_exp_Experiment_1_seed_42,83.0,4,17.0,115,540,1,niche
2,popular_1_exp_Experiment_1_seed_42,221.42,4,42.580000000000005,268,1568,1,mainstream
8,popular_1_exp_Experiment_1_seed_42,233.87,5,46.230000000000004,302,1593,1,mainstream
4,popular_1_exp_Experiment_1_seed_42,241.91,5,47.59,309,1659,1,mainstream
3,popular_1_exp_Experiment_1_seed_42,239.36000000000004,5,47.84,317,1604,1,mainstream
9,popular_1_exp_Experiment_1_seed_42,230.87,5,44.63,283,1623,1,mainstream
6,popular_1_exp_Experiment_1_seed_42,234.41000000000003,5,46.290000000000006,302,1599,1,mainstream
7,popular_1_exp_Experiment_1_seed_42,220.88,5,43.120000000000005,277,1532,1,mainstream
10,popular_1_exp_Experiment_1_seed_42,237.17000000000002,5,46.730000000000004,304,1623,1,mainstream
5,popular_1_exp_Experiment_1_seed_42,228.47000000000003,5,44.230000000000004,281,1603,1,mainstream
1,popular_1_exp_Experiment_1_seed_42,80.99,5,16.11,105,551,1,niche
2,popular_1_exp_Experiment_1_seed_42,228.77000000000004,5,44.13,279,1613,1,mainstream
