consumer_id,recommender_id,cycle,satisfaction_score,rec_state,controlled
392,popular_1_exp_Experiment_1_seed_42,1,0.05278978151422348,connected,mainstream
253,popular_1_exp_Experiment_1_seed_42,1,0.05082878667892477,connected,mainstream
558,popular_1_exp_Experiment_1_seed_42,1,0.043796601259348304,connected,mainstream
138,popular_1_exp_Experiment_1_seed_42,1,0.04937836352241196,connected,mainstream
539,popular_1_exp_Experiment_1_seed_42,1,0.05621726674101254,connected,mainstream
57,popular_1_exp_Experiment_1_seed_42,1,0.011704648234783078,connected,niche
433,popular_1_exp_Experiment_1_seed_42,1,0.04757352222006723,connected,mainstream
565,popular_1_exp_Experiment_1_seed_42,1,0.051984144071561496,connected,mainstream
196,popular_1_exp_Experiment_1_seed_42,1,0.059976674572544714,connected,mainstream
77,popular_1_exp_Experiment_1_seed_42,1,0.047726532537278245,connected,mainstream
319,popular_1_exp_Experiment_1_seed_42,1,0.04832734889514817,connected,mainstream
484,popular_1_exp_Experiment_1_seed_42,1,0.04433865349672413,connected,mainstream
398,popular_1_exp_Experiment_1_seed_42,1,0.04437466389786476,connected,mainstream
252,popular_1_exp_Experiment_1_seed_42,1,0.05035511060229381,connected,mainstream
197,popular_1_exp_Experiment_1_seed_42,1,0.047232224587938666,connected,mainstream
78,popular_1_exp_Experiment_1_seed_42,1,0.05359066952290684,connected,mainstream
350,popular_1_exp_Experiment_1_seed_42,1,0.05258473700806093,connected,mainstream
458,popular_1_exp_Experiment_1_seed_42,1,0.044196213796634444,connected,mainstream
423,popular_1_exp_Experiment_1_seed_42,1,0.049211691174597644,connected,mainstream
4,popular_1_exp_Experiment_1_seed_42,1,0.01731287403799081,connected,niche
409,popular_1_exp_Experiment_1_seed_42,1,0.04448246386256613,connected,mainstream
191,popular_1_exp_Experiment_1_seed_42,1,0.04876186486214349,connected,mainstream
84,popular_1_exp_Experiment_1_seed_42,1,0.04505696556489706,connected,mainstream
140,popular_1_exp_Experiment_1_seed_42,1,0.0729470955681108,connected,mainstream
486,popular_1_exp_Experiment_1_seed_42,1,0.04757206758305719,connected,mainstream
39,popular_1_exp_Experiment_1_seed_42,1,0.02137383632425938,connected,niche
382,popular_1_exp_Experiment_1_seed_42,1,0.04933585557474176,connected,mainstream
291,popular_1_exp_Experiment_1_seed_42,1,0.053658238412708954,connected,mainstream
146,popular_1_exp_Experiment_1_seed_42,1,0.04884541738000806,connected,mainstream
336,popular_1_exp_Experiment_1_seed_42,1,0.04532213656520293,connected,mainstream
353,popular_1_exp_Experiment_1_seed_42,1,0.04534624017793588,connected,mainstream
408,popular_1_exp_Experiment_1_seed_42,1,0.05140499782606539,connected,mainstream
