recommender_id,num_connected_providers,num_connected_consumers,total_profit,cycle,experiment_id,random_seed
popular_1_exp_0_seed_None,10,600,1395.0,1,0,
popular_2_exp_0_seed_None,10,600,1305.0000000000002,1,0,
popular_1_exp_0_seed_None,10,600,1305.0,2,0,
popular_2_exp_0_seed_None,10,600,1395.0,2,0,
popular_1_exp_0_seed_None,10,600,2430.0,3,0,
popular_2_exp_0_seed_None,10,600,270.0,3,0,
popular_1_exp_0_seed_None,10,600,67.5,4,0,
popular_2_exp_0_seed_None,10,600,2632.5,4,0,
popular_1_exp_0_seed_None,10,600,2582.9999999999995,5,0,
popular_2_exp_0_seed_None,10,600,116.99999999999999,5,0,
popular_1_exp_0_seed_None,10,600,544.5,6,0,
popular_2_exp_0_seed_None,10,600,2155.5000000000005,6,0,
popular_1_exp_0_seed_None,10,600,1944.0,7,0,
popular_2_exp_0_seed_None,10,600,756.0000000000001,7,0,
popular_1_exp_0_seed_None,10,600,2362.5,8,0,
popular_2_exp_0_seed_None,10,600,337.49999999999994,8,0,
popular_1_exp_0_seed_None,10,600,1048.5,9,0,
popular_2_exp_0_seed_None,10,600,1651.5,9,0,
popular_1_exp_0_seed_None,10,600,2047.5000000000002,10,0,
popular_2_exp_0_seed_None,10,600,652.4999999999997,10,0,
popular_1_exp_0_seed_None,10,600,2196.0,11,0,
popular_2_exp_0_seed_None,10,600,504.00000000000006,11,0,
popular_1_exp_0_seed_None,10,600,2142.0000000000005,12,0,
popular_2_exp_0_seed_None,10,600,558.0000000000001,12,0,
popular_1_exp_0_seed_None,10,600,1822.5000000000002,13,0,
popular_2_exp_0_seed_None,10,600,877.5,13,0,
popular_1_exp_0_seed_None,10,600,1948.5,14,0,
popular_2_exp_0_seed_None,10,600,751.5,14,0,
popular_1_exp_0_seed_None,10,600,2151.0,15,0,
popular_2_exp_0_seed_None,10,600,549.0,15,0,
popular_1_exp_0_seed_None,10,600,2232.0000000000005,16,0,
popular_2_exp_0_seed_None,10,600,468.0,16,0,
popular_1_exp_0_seed_None,10,600,2232.0000000000005,17,0,
popular_2_exp_0_seed_None,10,600,468.0,17,0,
popular_1_exp_0_seed_None,10,600,2281.4999999999995,18,0,
popular_2_exp_0_seed_None,10,600,418.49999999999994,18,0,
popular_1_exp_0_seed_None,10,600,2259.0000000000005,19,0,
