recommender_id,num_connected_providers,num_connected_consumers,total_profit,cycle,experiment_id,random_seed
popular_1_exp_0_seed_None,10,600,2637.2,1,0,
popular_1_exp_0_seed_None,10,600,2670.2000000000003,2,0,
popular_1_exp_0_seed_None,10,600,2669.3999999999996,3,0,
popular_1_exp_0_seed_None,10,600,2668.5,4,0,
popular_1_exp_0_seed_None,10,600,2669.500000000001,5,0,
popular_1_exp_0_seed_None,10,600,2670.1,6,0,
popular_1_exp_0_seed_None,10,600,2670.6,7,0,
popular_1_exp_0_seed_None,10,600,2669.9,8,0,
popular_1_exp_0_seed_None,10,600,2668.9,9,0,
popular_1_exp_0_seed_None,10,600,2671.5000000000005,10,0,
popular_1_exp_0_seed_None,10,600,2670.5000000000005,11,0,
popular_1_exp_0_seed_None,10,600,2669.1,12,0,
popular_1_exp_0_seed_None,10,600,2671.2000000000003,13,0,
popular_1_exp_0_seed_None,10,600,2669.8,14,0,
popular_1_exp_0_seed_None,10,600,2669.6000000000004,15,0,
popular_1_exp_0_seed_None,10,600,2669.2999999999997,16,0,
popular_1_exp_0_seed_None,10,600,2671.2000000000003,17,0,
popular_1_exp_0_seed_None,10,600,2669.9,18,0,
popular_1_exp_0_seed_None,10,600,2666.0,19,0,
popular_1_exp_0_seed_None,10,600,2670.8,20,0,
popular_1_exp_0_seed_None,10,600,2671.4000000000005,21,0,
popular_1_exp_0_seed_None,10,600,2670.9000000000005,22,0,
popular_1_exp_0_seed_None,10,600,2672.9,23,0,
popular_1_exp_0_seed_None,10,600,2672.1999999999994,24,0,
popular_1_exp_0_seed_None,10,600,2671.2999999999997,25,0,
popular_1_exp_0_seed_None,10,600,2669.2,26,0,
popular_1_exp_0_seed_None,10,600,2664.9000000000005,27,0,
popular_1_exp_0_seed_None,10,600,2670.0,28,0,
popular_1_exp_0_seed_None,10,600,2669.100000000001,29,0,
popular_1_exp_0_seed_None,10,600,2667.8000000000006,30,0,
popular_1_exp_0_seed_None,10,600,2670.6999999999994,31,0,
popular_1_exp_0_seed_None,10,600,2668.0,32,0,
popular_1_exp_0_seed_None,10,600,2668.9,33,0,
popular_1_exp_0_seed_None,10,600,2668.8,34,0,
popular_1_exp_0_seed_None,10,600,2667.2,35,0,
popular_1_exp_0_seed_None,10,600,2671.7000000000003,36,0,
popular_1_exp_0_seed_None,10,600,2670.2000000000003,37,0,
popular_1_exp_0_seed_None,10,600,2672.1000000000004,38,0,
popular_1_exp_0_seed_None,10,600,2669.7000000000007,39,0,
popular_1_exp_0_seed_None,10,600,2671.7000000000003,40,0,
popular_1_exp_0_seed_None,10,600,2672.2999999999997,41,0,
popular_1_exp_0_seed_None,10,600,2670.7,42,0,
popular_1_exp_0_seed_None,10,600,2666.9000000000005,43,0,
popular_1_exp_0_seed_None,10,600,2669.0,44,0,
popular_1_exp_0_seed_None,10,600,2671.7000000000007,45,0,
popular_1_exp_0_seed_None,10,600,2668.0,46,0,
popular_1_exp_0_seed_None,10,600,2671.5000000000005,47,0,
popular_1_exp_0_seed_None,10,600,2669.8,48,0,
popular_1_exp_0_seed_None,10,600,2670.4,49,0,
popular_1_exp_0_seed_None,10,600,2668.2,50,0,
popular_1_exp_0_seed_None,10,600,2671.3000000000006,51,0,
popular_1_exp_0_seed_None,10,600,2667.2,52,0,
popular_1_exp_0_seed_None,10,600,2670.5000000000005,53,0,
popular_1_exp_0_seed_None,10,600,2668.1000000000004,54,0,
popular_1_exp_0_seed_None,10,600,2669.8999999999996,55,0,
popular_1_exp_0_seed_None,10,600,2669.4,56,0,
popular_1_exp_0_seed_None,10,600,2671.7999999999993,57,0,
popular_1_exp_0_seed_None,10,600,2665.7999999999997,58,0,
popular_1_exp_0_seed_None,10,600,2670.5000000000005,59,0,
popular_1_exp_0_seed_None,10,600,2669.7999999999997,60,0,
