customer_id,recommender_id
34,popular_1_exp_Experiment_1_seed_42
11,popular_1_exp_Experiment_1_seed_42
136,popular_1_exp_Experiment_1_seed_42
147,popular_1_exp_Experiment_1_seed_42
49,popular_1_exp_Experiment_1_seed_42
508,popular_1_exp_Experiment_1_seed_42
595,popular_1_exp_Experiment_1_seed_42
296,popular_1_exp_Experiment_1_seed_42
4,popular_1_exp_Experiment_1_seed_42
165,popular_1_exp_Experiment_1_seed_42
397,popular_1_exp_Experiment_1_seed_42
169,popular_1_exp_Experiment_1_seed_42
446,popular_1_exp_Experiment_1_seed_42
518,popular_1_exp_Experiment_1_seed_42
499,popular_1_exp_Experiment_1_seed_42
509,popular_1_exp_Experiment_1_seed_42
44,popular_1_exp_Experiment_1_seed_42
248,popular_1_exp_Experiment_1_seed_42
376,popular_1_exp_Experiment_1_seed_42
133,popular_1_exp_Experiment_1_seed_42
569,popular_1_exp_Experiment_1_seed_42
560,popular_1_exp_Experiment_1_seed_42
466,popular_1_exp_Experiment_1_seed_42
348,popular_1_exp_Experiment_1_seed_42
101,popular_1_exp_Experiment_1_seed_42
64,popular_1_exp_Experiment_1_seed_42
360,popular_1_exp_Experiment_1_seed_42
189,popular_1_exp_Experiment_1_seed_42
78,popular_1_exp_Experiment_1_seed_42
118,popular_1_exp_Experiment_1_seed_42
380,popular_1_exp_Experiment_1_seed_42
131,popular_1_exp_Experiment_1_seed_42
188,popular_1_exp_Experiment_1_seed_42
186,popular_1_exp_Experiment_1_seed_42
441,popular_1_exp_Experiment_1_seed_42
422,popular_1_exp_Experiment_1_seed_42
233,popular_1_exp_Experiment_1_seed_42
445,popular_1_exp_Experiment_1_seed_42
400,popular_1_exp_Experiment_1_seed_42
154,popular_1_exp_Experiment_1_seed_42
50,popular_1_exp_Experiment_1_seed_42
73,popular_1_exp_Experiment_1_seed_42
156,popular_1_exp_Experiment_1_seed_42
425,popular_1_exp_Experiment_1_seed_42
308,popular_1_exp_Experiment_1_seed_42
447,popular_1_exp_Experiment_1_seed_42
423,popular_1_exp_Experiment_1_seed_42
263,popular_1_exp_Experiment_1_seed_42
324,popular_1_exp_Experiment_1_seed_42
92,popular_1_exp_Experiment_1_seed_42
413,popular_1_exp_Experiment_1_seed_42
543,popular_1_exp_Experiment_1_seed_42
38,popular_1_exp_Experiment_1_seed_42
535,popular_1_exp_Experiment_1_seed_42
411,popular_1_exp_Experiment_1_seed_42
275,popular_1_exp_Experiment_1_seed_42
501,popular_1_exp_Experiment_1_seed_42
271,popular_1_exp_Experiment_1_seed_42
368,popular_1_exp_Experiment_1_seed_42
89,popular_1_exp_Experiment_1_seed_42
358,popular_1_exp_Experiment_1_seed_42
273,popular_1_exp_Experiment_1_seed_42
346,popular_1_exp_Experiment_1_seed_42
339,popular_1_exp_Experiment_1_seed_42
106,popular_1_exp_Experiment_1_seed_42
529,popular_1_exp_Experiment_1_seed_42
100,popular_1_exp_Experiment_1_seed_42
497,popular_1_exp_Experiment_1_seed_42
67,popular_1_exp_Experiment_1_seed_42
2,popular_1_exp_Experiment_1_seed_42
185,popular_1_exp_Experiment_1_seed_42
315,popular_1_exp_Experiment_1_seed_42
377,popular_1_exp_Experiment_1_seed_42
503,popular_1_exp_Experiment_1_seed_42
247,popular_1_exp_Experiment_1_seed_42
448,popular_1_exp_Experiment_1_seed_42
313,popular_1_exp_Experiment_1_seed_42
279,popular_1_exp_Experiment_1_seed_42
202,popular_1_exp_Experiment_1_seed_42
337,popular_1_exp_Experiment_1_seed_42
280,popular_1_exp_Experiment_1_seed_42
426,popular_1_exp_Experiment_1_seed_42
228,popular_1_exp_Experiment_1_seed_42
474,popular_1_exp_Experiment_1_seed_42
209,popular_1_exp_Experiment_1_seed_42
523,popular_1_exp_Experiment_1_seed_42
138,popular_1_exp_Experiment_1_seed_42
421,popular_1_exp_Experiment_1_seed_42
536,popular_1_exp_Experiment_1_seed_42
68,popular_1_exp_Experiment_1_seed_42
381,popular_1_exp_Experiment_1_seed_42
163,popular_1_exp_Experiment_1_seed_42
245,popular_1_exp_Experiment_1_seed_42
359,popular_1_exp_Experiment_1_seed_42
566,popular_1_exp_Experiment_1_seed_42
289,popular_1_exp_Experiment_1_seed_42
327,popular_1_exp_Experiment_1_seed_42
351,popular_1_exp_Experiment_1_seed_42
493,popular_1_exp_Experiment_1_seed_42
546,popular_1_exp_Experiment_1_seed_42
388,popular_1_exp_Experiment_1_seed_42
583,popular_1_exp_Experiment_1_seed_42
130,popular_1_exp_Experiment_1_seed_42
161,popular_1_exp_Experiment_1_seed_42
564,popular_1_exp_Experiment_1_seed_42
389,popular_1_exp_Experiment_1_seed_42
153,popular_1_exp_Experiment_1_seed_42
95,popular_1_exp_Experiment_1_seed_42
540,popular_1_exp_Experiment_1_seed_42
255,popular_1_exp_Experiment_1_seed_42
82,popular_1_exp_Experiment_1_seed_42
481,popular_1_exp_Experiment_1_seed_42
125,popular_1_exp_Experiment_1_seed_42
37,popular_1_exp_Experiment_1_seed_42
17,popular_1_exp_Experiment_1_seed_42
335,popular_1_exp_Experiment_1_seed_42
545,popular_1_exp_Experiment_1_seed_42
18,popular_1_exp_Experiment_1_seed_42
214,popular_1_exp_Experiment_1_seed_42
443,popular_1_exp_Experiment_1_seed_42
332,popular_1_exp_Experiment_1_seed_42
558,popular_1_exp_Experiment_1_seed_42
35,popular_1_exp_Experiment_1_seed_42
246,popular_1_exp_Experiment_1_seed_42
390,popular_1_exp_Experiment_1_seed_42
33,popular_1_exp_Experiment_1_seed_42
516,popular_1_exp_Experiment_1_seed_42
568,popular_1_exp_Experiment_1_seed_42
424,popular_1_exp_Experiment_1_seed_42
198,popular_1_exp_Experiment_1_seed_42
599,popular_1_exp_Experiment_1_seed_42
491,popular_1_exp_Experiment_1_seed_42
270,popular_1_exp_Experiment_1_seed_42
294,popular_1_exp_Experiment_1_seed_42
