consumer_id,recommender_id,cycle,satisfaction_score,rec_state,controlled
504,popular_1_exp_Experiment_1_seed_42,1,0.0436096623866064,connected,mainstream
66,popular_1_exp_Experiment_1_seed_42,1,0.04529142810383447,connected,mainstream
192,popular_1_exp_Experiment_1_seed_42,1,0.04819726275658336,connected,mainstream
557,popular_1_exp_Experiment_1_seed_42,1,0.042483682891247675,connected,mainstream
29,popular_1_exp_Experiment_1_seed_42,1,0.012640456005713544,connected,niche
122,popular_1_exp_Experiment_1_seed_42,1,0.044837031619972545,connected,mainstream
88,popular_1_exp_Experiment_1_seed_42,1,0.04454056275681801,connected,mainstream
55,popular_1_exp_Experiment_1_seed_42,1,0.01242126330559695,connected,niche
312,popular_1_exp_Experiment_1_seed_42,1,0.0452818562473117,connected,mainstream
399,popular_1_exp_Experiment_1_seed_42,1,0.044253933608550254,connected,mainstream
531,popular_1_exp_Experiment_1_seed_42,1,0.053657746243042224,connected,mainstream
213,popular_1_exp_Experiment_1_seed_42,1,0.05045142123604173,connected,mainstream
243,popular_1_exp_Experiment_1_seed_42,1,0.045892042697479964,connected,mainstream
544,popular_1_exp_Experiment_1_seed_42,1,0.05413539067875154,connected,mainstream
252,popular_1_exp_Experiment_1_seed_42,1,0.05965969089492732,connected,mainstream
265,popular_1_exp_Experiment_1_seed_42,1,0.06604170887988416,connected,mainstream
374,popular_1_exp_Experiment_1_seed_42,1,0.04785754484643001,connected,mainstream
190,popular_1_exp_Experiment_1_seed_42,1,0.04725127217337818,connected,mainstream
573,popular_1_exp_Experiment_1_seed_42,1,0.056997684620347995,connected,mainstream
367,popular_1_exp_Experiment_1_seed_42,1,0.04848654605104946,connected,mainstream
253,popular_1_exp_Experiment_1_seed_42,1,0.042686095640107925,connected,mainstream
217,popular_1_exp_Experiment_1_seed_42,1,0.04816871386581583,connected,mainstream
515,popular_1_exp_Experiment_1_seed_42,1,0.0498812657436222,connected,mainstream
24,popular_1_exp_Experiment_1_seed_42,1,0.013307616994835883,connected,niche
