provider_id,recommender_id,profit,cycle,fee,clicks,shows,connected_recommenders,controlled
8,popular_1_exp_Experiment_1_seed_42,214.82,1,41.18,258,1528,1,mainstream
4,popular_1_exp_Experiment_1_seed_42,240.64999999999998,1,47.25000000000001,306,1655,1,mainstream
3,popular_1_exp_Experiment_1_seed_42,242.14999999999998,1,47.550000000000004,308,1665,1,mainstream
9,popular_1_exp_Experiment_1_seed_42,222.38,1,43.42,279,1542,1,mainstream
6,popular_1_exp_Experiment_1_seed_42,232.10000000000002,1,45.50000000000001,294,1600,1,mainstream
7,popular_1_exp_Experiment_1_seed_42,231.77,1,45.330000000000005,292,1603,1,mainstream
10,popular_1_exp_Experiment_1_seed_42,245.93000000000004,1,48.970000000000006,323,1657,1,mainstream
5,popular_1_exp_Experiment_1_seed_42,233.21,1,45.09,286,1639,1,mainstream
1,popular_1_exp_Experiment_1_seed_42,85.49000000000001,1,17.410000000000004,117,561,1,niche
2,popular_1_exp_Experiment_1_seed_42,230.29999999999998,1,45.9,303,1550,1,mainstream
8,popular_1_exp_Experiment_1_seed_42,245.42,2,48.580000000000005,318,1668,1,mainstream
4,popular_1_exp_Experiment_1_seed_42,228.74,2,44.26,281,1606,1,mainstream
3,popular_1_exp_Experiment_1_seed_42,238.04000000000002,2,46.36000000000001,297,1656,1,mainstream
9,popular_1_exp_Experiment_1_seed_42,227.84000000000003,2,44.36000000000001,284,1586,1,mainstream
6,popular_1_exp_Experiment_1_seed_42,234.26,2,46.14,300,1604,1,mainstream
7,popular_1_exp_Experiment_1_seed_42,215.53999999999996,2,41.86000000000001,267,1506,1,mainstream
10,popular_1_exp_Experiment_1_seed_42,252.29000000000008,2,50.010000000000005,328,1711,1,mainstream
5,popular_1_exp_Experiment_1_seed_42,225.14,2,43.86000000000001,281,1566,1,mainstream
1,popular_1_exp_Experiment_1_seed_42,77.87,2,16.230000000000004,112,493,1,niche
2,popular_1_exp_Experiment_1_seed_42,231.26,2,45.14,290,1604,1,mainstream
8,popular_1_exp_Experiment_1_seed_42,238.76000000000002,3,46.84,303,1644,1,mainstream
4,popular_1_exp_Experiment_1_seed_42,225.44,3,44.36000000000001,288,1546,1,mainstream
3,popular_1_exp_Experiment_1_seed_42,221.15000000000003,3,42.95,274,1545,1,mainstream
9,popular_1_exp_Experiment_1_seed_42,229.46000000000004,3,45.14,293,1574,1,mainstream
6,popular_1_exp_Experiment_1_seed_42,235.39999999999998,3,46.00000000000001,296,1630,1,mainstream
7,popular_1_exp_Experiment_1_seed_42,242.45,3,48.050000000000004,315,1645,1,mainstream
10,popular_1_exp_Experiment_1_seed_42,235.85000000000002,3,46.45,302,1615,1,mainstream
5,popular_1_exp_Experiment_1_seed_42,239.15,3,46.150000000000006,292,1685,1,mainstream
1,popular_1_exp_Experiment_1_seed_42,90.8,3,18.400000000000002,123,600,1,niche
2,popular_1_exp_Experiment_1_seed_42,220.93999999999997,3,43.46,282,1516,1,mainstream
8,popular_1_exp_Experiment_1_seed_42,226.73,4,43.77,277,1597,1,mainstream
4,popular_1_exp_Experiment_1_seed_42,244.64000000000001,4,48.160000000000004,313,1676,1,mainstream
3,popular_1_exp_Experiment_1_seed_42,227.35999999999999,4,44.64000000000001,289,1564,1,mainstream
9,popular_1_exp_Experiment_1_seed_42,232.82000000000005,4,45.38,291,1618,1,mainstream
6,popular_1_exp_Experiment_1_seed_42,226.16000000000003,4,44.040000000000006,282,1574,1,mainstream
7,popular_1_exp_Experiment_1_seed_42,241.58000000000004,4,47.82,313,1642,1,mainstream
10,popular_1_exp_Experiment_1_seed_42,230.87000000000003,4,45.03000000000001,289,1603,1,mainstream
5,popular_1_exp_Experiment_1_seed_42,238.43000000000004,4,47.27,310,1617,1,mainstream
1,popular_1_exp_Experiment_1_seed_42,78.47000000000001,4,15.63,102,533,1,niche
2,popular_1_exp_Experiment_1_seed_42,231.74,4,45.86,300,1576,1,mainstream
8,popular_1_exp_Experiment_1_seed_42,222.77,5,42.53,265,1593,1,mainstream
4,popular_1_exp_Experiment_1_seed_42,240.62,5,47.18,305,1658,1,mainstream
3,popular_1_exp_Experiment_1_seed_42,238.16000000000003,5,47.440000000000005,313,1604,1,mainstream
9,popular_1_exp_Experiment_1_seed_42,224.3,5,42.50000000000001,262,1620,1,mainstream
6,popular_1_exp_Experiment_1_seed_42,235.34,5,46.46,303,1606,1,mainstream
7,popular_1_exp_Experiment_1_seed_42,221.57000000000002,5,43.330000000000005,279,1533,1,mainstream
10,popular_1_exp_Experiment_1_seed_42,234.10999999999999,5,45.79,295,1619,1,mainstream
5,popular_1_exp_Experiment_1_seed_42,242.42,5,48.98,329,1598,1,mainstream
1,popular_1_exp_Experiment_1_seed_42,85.19,5,17.310000000000002,116,561,1,niche
2,popular_1_exp_Experiment_1_seed_42,230.72000000000003,5,44.88,287,1608,1,mainstream
