consumer_id,recommender_id,cycle,satisfaction_score,rec_state,controlled
57,popular_1_exp_Experiment_1_seed_42,1,0.026860034681297898,connected,niche
538,popular_1_exp_Experiment_1_seed_42,1,0.06086594126242392,connected,mainstream
309,popular_1_exp_Experiment_1_seed_42,1,0.04409916707830564,connected,mainstream
44,popular_1_exp_Experiment_1_seed_42,1,0.0250482219873911,connected,niche
424,popular_1_exp_Experiment_1_seed_42,1,0.045942451595693816,connected,mainstream
588,popular_1_exp_Experiment_1_seed_42,1,0.046209463280855456,connected,mainstream
462,popular_1_exp_Experiment_1_seed_42,1,0.028278091804868757,connected,mainstream
1,popular_1_exp_Experiment_1_seed_42,1,0.030865598067839072,connected,niche
294,popular_1_exp_Experiment_1_seed_42,1,0.04406538366464171,connected,mainstream
364,popular_1_exp_Experiment_1_seed_42,1,0.04362106851345579,connected,mainstream
489,popular_1_exp_Experiment_1_seed_42,1,0.04997832041364875,connected,mainstream
73,popular_1_exp_Experiment_1_seed_42,1,0.0605131172287175,connected,mainstream
388,popular_1_exp_Experiment_1_seed_42,1,0.053397634400957385,connected,mainstream
569,popular_1_exp_Experiment_1_seed_42,1,0.04392894072256903,connected,mainstream
387,popular_1_exp_Experiment_1_seed_42,1,0.04869782029703252,connected,mainstream
373,popular_1_exp_Experiment_1_seed_42,1,0.048806028161566845,connected,mainstream
292,popular_1_exp_Experiment_1_seed_42,1,0.047176304801463474,connected,mainstream
383,popular_1_exp_Experiment_1_seed_42,1,0.046580436527628034,connected,mainstream
519,popular_1_exp_Experiment_1_seed_42,1,0.04437725197256845,connected,mainstream
554,popular_1_exp_Experiment_1_seed_42,1,0.04337114815216215,connected,mainstream
97,popular_1_exp_Experiment_1_seed_42,1,0.06045628231576189,connected,mainstream
419,popular_1_exp_Experiment_1_seed_42,1,0.04913726952554701,connected,mainstream
125,popular_1_exp_Experiment_1_seed_42,1,0.046095669394953,connected,mainstream
61,popular_1_exp_Experiment_1_seed_42,1,0.05384297720990672,connected,mainstream
71,popular_1_exp_Experiment_1_seed_42,1,0.04783777526050751,connected,mainstream
85,popular_1_exp_Experiment_1_seed_42,1,0.04525893548714457,connected,mainstream
403,popular_1_exp_Experiment_1_seed_42,1,0.05596999676923251,connected,mainstream
2,popular_1_exp_Experiment_1_seed_42,1,0.016781741858345012,connected,niche
