consumer_id,recommender_id,cycle,satisfaction_score,rec_state,controlled
424,popular_1_exp_Experiment_1_seed_42,1,0.0526138360475036,connected,mainstream
39,popular_1_exp_Experiment_1_seed_42,1,0.023976683806488163,connected,niche
245,popular_1_exp_Experiment_1_seed_42,1,0.05398696473555293,connected,mainstream
228,popular_1_exp_Experiment_1_seed_42,1,0.05083570873485261,connected,mainstream
412,popular_1_exp_Experiment_1_seed_42,1,0.05101549374740775,connected,mainstream
450,popular_1_exp_Experiment_1_seed_42,1,0.05726460017200685,connected,mainstream
136,popular_1_exp_Experiment_1_seed_42,1,0.0519134817354901,connected,mainstream
437,popular_1_exp_Experiment_1_seed_42,1,0.06307560003882136,connected,mainstream
12,popular_1_exp_Experiment_1_seed_42,1,0.015712792557630872,connected,niche
173,popular_1_exp_Experiment_1_seed_42,1,0.05309537997601563,connected,mainstream
84,popular_1_exp_Experiment_1_seed_42,1,0.060367534155268486,connected,mainstream
33,popular_1_exp_Experiment_1_seed_42,1,0.015960382342458973,connected,niche
532,popular_1_exp_Experiment_1_seed_42,1,0.06199146329063195,connected,mainstream
246,popular_1_exp_Experiment_1_seed_42,1,0.05775546882740871,connected,mainstream
4,popular_1_exp_Experiment_1_seed_42,1,0.017332840288254988,connected,niche
491,popular_1_exp_Experiment_1_seed_42,1,0.05390578078996341,connected,mainstream
477,popular_1_exp_Experiment_1_seed_42,1,0.05173437805301594,connected,mainstream
371,popular_1_exp_Experiment_1_seed_42,1,0.04468484127834271,connected,mainstream
590,popular_1_exp_Experiment_1_seed_42,1,0.05168424061275267,connected,mainstream
277,popular_1_exp_Experiment_1_seed_42,1,0.049476619039446744,connected,mainstream
254,popular_1_exp_Experiment_1_seed_42,1,0.051475215755014014,connected,mainstream
57,popular_1_exp_Experiment_1_seed_42,1,0.01750813609852533,connected,niche
74,popular_1_exp_Experiment_1_seed_42,1,0.05649117265034492,connected,mainstream
217,popular_1_exp_Experiment_1_seed_42,1,0.06433218324716178,connected,mainstream
192,popular_1_exp_Experiment_1_seed_42,1,0.06177685799077173,connected,mainstream
13,popular_1_exp_Experiment_1_seed_42,1,0.013825727905639811,connected,niche
560,popular_1_exp_Experiment_1_seed_42,1,0.05465626279482306,connected,mainstream
120,popular_1_exp_Experiment_1_seed_42,1,0.059641602067350995,connected,mainstream
415,popular_1_exp_Experiment_1_seed_42,1,0.06259703207540883,connected,mainstream
235,popular_1_exp_Experiment_1_seed_42,1,0.054316032032951295,connected,mainstream
555,popular_1_exp_Experiment_1_seed_42,1,0.06143293712603596,connected,mainstream
408,popular_1_exp_Experiment_1_seed_42,1,0.051083237131327223,connected,mainstream
500,popular_1_exp_Experiment_1_seed_42,1,0.057599817887195925,connected,mainstream
385,popular_1_exp_Experiment_1_seed_42,1,0.0654265465777989,connected,mainstream
221,popular_1_exp_Experiment_1_seed_42,1,0.05599012176325496,connected,mainstream
128,popular_1_exp_Experiment_1_seed_42,1,0.05644785063810404,connected,mainstream
